"","sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"1","sample_male.wav","0",20,0.198444481600192,0.0668405231253748,0.215735626980534,0.137528293345405,0.264535989135355,0.12700769578995,3.38913966597185,20.5033530330358,0.892915383637188,0.337692558113865,0.120036215482119,0.198444481600192,0,0.139622652058481,0.043491124260355,0.279113924050633,0.419083180147059,0,5.0818359375,5.0818359375,0.0772780667897298
